Surah,Ayah,Arabic,Urdu,English,Tags,Category,Emotion,Context
34,18,وَجَعَلْنَا بَيْنَهُمْ وَبَيْنَ الْقُرَى الَّتِي بَارَكْنَا فِيهَا قُرًى ظَاهِرَةً وَقَدَّرْنَا فِيهَا السَّيْرَ ۖ سِيرُوا فِيهَا لَيَالِيَ وَأَيَّامًا آمِنِينَ,اور ہم نے ان کے اور (شام کی) ان بستیوں کے درمیان جن میں ہم نے برکت دی تھی (ایک دوسرے کے متصل) دیہات بنائے تھے جو سامنے نظر آتے تھے اور ان میں آمد ورفت کا اندازہ مقرر کردیا تھا کہ رات دن بےخوف وخطر چلتے رہو,"And We set, between them and the towns which We had blessed, towns easy to be seen, and We made the stage between them easy, (saying): Travel in them safely both by night and day.","Guidance, Mercy, Power, Wisdom, Lessons from history, Nations",Divine Attributes & Signs (Asma wa Sifat),Awe,Historical story
34,19,فَقَالُوا رَبَّنَا بَاعِدْ بَيْنَ أَسْفَارِنَا وَظَلَمُوا أَنْفُسَهُمْ فَجَعَلْنَاهُمْ أَحَادِيثَ وَمَزَّقْنَاهُمْ كُلَّ مُمَزَّقٍ ۚ إِنَّ فِي ذَٰلِكَ لَآيَاتٍ لِكُلِّ صَبَّارٍ شَكُورٍ,تو انہوں نے دعا کی کہ اے پروردگار ہماری مسافتوں میں بُعد (اور طول پیدا) کردے اور (اس سے) انہوں نے اپنے حق میں ظلم کیا تو ہم نے (انہیں نابود کرکے) ان کے افسانے بنادیئے اور انہیں بالکل منتشر کردیا۔ اس میں ہر صابر وشاکر کے لئے نشانیاں ہیں,"But they said: Our Lord! Make the stage between our journeys longer. And they wronged themselves, therefore We made them bywords (in the land) and scattered them abroad, a total scattering. Lo! herein verily are portents for each steadfast, grateful (heart).","Dua, Punishment, Lessons from history, Patience, Gratitude, Nations, Prophets",History & Stories (Qasas al-Anbiya),Awe,Historical story
34,20,وَلَقَدْ صَدَّقَ عَلَيْهِمْ إِبْلِيسُ ظَنَّهُ فَاتَّبَعُوهُ إِلَّا فَرِيقًا مِنَ الْمُؤْمِنِينَ,اور شیطان نے ان کے بارے میں اپنا خیال سچ کر دکھایا کہ مومنوں کی ایک جماعت کے سوا وہ اس کے پیچھے چل پڑے,"And Satan indeed found his calculation true concerning them, for they follow him, all save a group of true believers.","Misguidance, Faith, Disbelief, Prophets, Lessons from history, Hypocrisy",History & Stories (Qasas al-Anbiya),Sadness,Historical story
34,21,وَمَا كَانَ لَهُ عَلَيْهِمْ مِنْ سُلْطَانٍ إِلَّا لِنَعْلَمَ مَنْ يُؤْمِنُ بِالْآخِرَةِ مِمَّنْ هُوَ مِنْهَا فِي شَكٍّ ۗ وَرَبُّكَ عَلَىٰ كُلِّ شَيْءٍ حَفِيظٌ,اور اس کا ان پر کچھ زور نہ تھا مگر (ہمارا) مقصود یہ تھا کہ جو لوگ آخرت میں شک رکھتے ہیں ان سے ان لوگوں کو جو اس پر ایمان رکھتے تھے متمیز کردیں۔ اور تمہارا پروردگار ہر چیز پر نگہبان ہے,"And he had no warrant whatsoever against them, save that We would know him who believeth in the Hereafter from him who is in doubt thereof; and thy Lord (O Muhammad) taketh note of all things.","Faith, Disbelief, Accountability, Mercy, Knowledge, Power, Wisdom",Eschatology (Akhirah),Awe,Spiritual reminder
34,22,قُلِ ادْعُوا الَّذِينَ زَعَمْتُمْ مِنْ دُونِ اللَّهِ ۖ لَا يَمْلِكُونَ مِثْقَالَ ذَرَّةٍ فِي السَّمَاوَاتِ وَلَا فِي الْأَرْضِ وَمَا لَهُمْ فِيهِمَا مِنْ شِرْكٍ وَمَا لَهُ مِنْهُمْ مِنْ ظَهِيرٍ,کہہ دو کہ جن کو تم خدا کے سوا (معبود) خیال کرتے ہو ان کو بلاؤ۔ وہ آسمانوں اور زمین میں ذرہ بھر چیز کے بھی مالک نہیں ہیں اور نہ ان میں ان کی شرکت ہے اور نہ ان میں سے کوئی خدا کا مددگار ہے,"Say (O Muhammad): Call upon those whom ye set up beside Allah! They possess not an atom’s weight either in the heavens or in the earth, nor have they any share in either, nor hath He an auxiliary among them.","Tawheed, Disbelief, Power, Guidance, Misguidance",Faith (Aqeedah),Awe,Makki Revelation
34,23,وَلَا تَنْفَعُ الشَّفَاعَةُ عِنْدَهُ إِلَّا لِمَنْ أَذِنَ لَهُ ۚ حَتَّىٰ إِذَا فُزِّعَ عَنْ قُلُوبِهِمْ قَالُوا مَاذَا قَالَ رَبُّكُمْ ۖ قَالُوا الْحَقَّ ۖ وَهُوَ الْعَلِيُّ الْكَبِيرُ,اور خدا کے ہاں (کسی کے لئے) سفارش فائدہ نہ دے گی مگر اس کے لئے جس کے بارے میں وہ اجازت بخشے۔ یہاں تک کہ جب ان کے دلوں سے اضطراب دور کردیا جائے گا تو کہیں گے تمہارے پروردگار نے کیا فرمایا ہے۔ (فرشتے) کہیں گے کہ حق (فرمایا ہے) اور وہ عالی رتبہ اور گرامی قدر ہے,"No intercession availeth with Him save for him whom He permitteth. Yet, when fear is banished from their hearts, they say: What was it that your Lord said ? They say: The Truth. And He is the Sublime, the Great.","Tawheed, Accountability, Resurrection, Heaven, Hell, Power, Wisdom, Fear, Guidance",Eschatology (Akhirah),Fear,Eschological context
34,24,قُلْ مَنْ يَرْزُقُكُمْ مِنَ السَّمَاوَاتِ وَالْأَرْضِ ۖ قُلِ اللَّهُ ۖ وَإِنَّا أَوْ إِيَّاكُمْ لَعَلَىٰ هُدًى أَوْ فِي ضَلَالٍ مُبِينٍ,پوچھو کہ تم کو آسمانوں اور زمین سے کون رزق دیتا ہے؟ کہو کہ خدا اور ہم یا تم (یا تو) سیدھے رستے پر ہیں یا صریح گمراہی میں,"Say: Who giveth you provision from the sky and the earth ? Say: Allah, Lo! we or you assuredly are rightly guided or in error manifest.","Tawheed, Guidance, Misguidance, Prophethood",Faith (Aqeedah),Awe,Makki Revelation
34,25,قُلْ لَا تُسْأَلُونَ عَمَّا أَجْرَمْنَا وَلَا نُسْأَلُ عَمَّا تَعْمَلُونَ,کہہ دو کہ نہ ہمارے گناہوں کی تم سے پرسش ہوگی اور نہ تمہارے اعمال کی ہم سے پرسش ہوگی,"Say: Ye will not be asked of what we committed, nor shall we be asked of what ye do.","Accountability, Justice, Prophethood",Eschatology (Akhirah),Awe,Eschological context
34,26,قُلْ يَجْمَعُ بَيْنَنَا رَبُّنَا ثُمَّ يَفْتَحُ بَيْنَنَا بِالْحَقِّ وَهُوَ الْفَتَّاحُ الْعَلِيمُ,کہہ دو کہ ہمارا پروردگار ہم کو جمع کرے گا پھر ہمارے درمیان انصاف کے ساتھ فیصلہ کردے گا۔ اور وہ خوب فیصلہ کرنے والا اور صاحب علم ہے,"Say: Our Lord will bring us all together, then He will judge between us with truth. He is the All-knowing Judge.","Justice, Resurrection, Accountability, Divine Attributes, Knowledge, Power, Wisdom",Eschatology (Akhirah),Hope,Eschological context
34,27,قُلْ أَرُونِيَ الَّذِينَ أَلْحَقْتُمْ بِهِ شُرَكَاءَ ۖ كَلَّا ۚ بَلْ هُوَ اللَّهُ الْعَزِيزُ الْحَكِيمُ,کہو کہ مجھے وہ لوگ تو دکھاؤ جن کو تم نے شریک (خدا) بنا کر اس کے ساتھ ملا رکھا ہے۔ کوئی نہیں بلکہ وہی (اکیلا) خدا غالب (اور) حکمت والا ہے,"Say: Show me those whom ye have joined unto Him as partners. Nay (ye dare not)! For He is Allah, the Mighty, the Wise.","Tawheed, Disbelief, Guidance, Power, Wisdom",Faith (Aqeedah),Awe,Makki Revelation
34,28,وَمَا أَرْسَلْنَاكَ إِلَّا كَافَّةً لِلنَّاسِ بَشِيرًا وَنَذِيرًا وَلَٰكِنَّ أَكْثَرَ النَّاسِ لَا يَعْلَمُونَ,اور (اے محمدﷺ) ہم نے تم کو تمام لوگوں کے لئے خوشخبری سنانے والا اور ڈرانے والا بنا کر بھیجا ہے لیکن اکثر لوگ نہیں جانتے,And We have not sent thee (O Muhammad) save as a bringer of good tidings and a warner unto all mankind; but most of mankind know not.,"Prophethood, Guidance, Disbelief, Mercy, Revelation",Faith (Aqeedah),Awe,Makki Revelation
34,29,وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِنْ كُنْتُمْ صَادِقِينَ,اور کہتے ہیں اگر تم سچ کہتے ہو تو یہ (قیامت کا) وعدہ کب وقوع میں آئے گا,And they say: When is this promise (to be fulfilled) if ye are truthful ?,"Disbelief, Resurrection, Accountability, Punishment, Prophethood",Eschatology (Akhirah),Fear,Makki Revelation
34,30,قُلْ لَكُمْ مِيعَادُ يَوْمٍ لَا تَسْتَأْخِرُونَ عَنْهُ سَاعَةً وَلَا تَسْتَقْدِمُونَ,کہہ دو کہ تم سے ایک دن کا وعدہ ہے جس سے نہ ایک گھڑی پیچھے رہوگے اور نہ آگے بڑھو گے,Say (O Muhammad): Yours is the promise of a Day which ye cannot postpone nor hasten by an hour.,"Resurrection, Accountability, Punishment, Fear, Hope",Eschatology (Akhirah),Fear,Eschological context
34,31,وَقَالَ الَّذِينَ كَفَرُوا لَنْ نُؤْمِنَ بِهَٰذَا الْقُرْآنِ وَلَا بِالَّذِي بَيْنَ يَدَيْهِ ۗ وَلَوْ تَرَىٰ إِذِ الظَّالِمُونَ مَوْقُوفُونَ عِنْدَ رَبِّهِمْ يَرْجِعُ بَعْضُهُمْ إِلَىٰ بَعْضٍ الْقَوْلَ يَقُولُ الَّذِينَ اسْتُضْعِفُوا لِلَّذِينَ اسْتَكْبَرُوا لَوْلَا أَنْتُمْ لَكُنَّا مُؤْمِنِينَ,اور جو کافر ہیں وہ کہتے ہیں کہ ہم نہ تو اس قرآن کو مانیں گے اور نہ ان (کتابوں) کو جو ان سے پہلے کی ہیں اور کاش (ان) ظالموں کو تم اس وقت دیکھو جب یہ اپنے پروردگار کے سامنے کھڑے ہوں گے اور ایک دوسرے سے ردوکد کر رہے ہوں گے۔ جو لوگ کمزور سمجھے جاتے تھے وہ بڑے لوگوں سے کہیں گے کہ اگر تم نہ ہوتے تو ہم ضرور مومن ہوجاتے,"And those who disbelieve say: We believe not in this Qur’an nor in that which was before it; but oh, if thou couldst see, when the wrong- doers are brought up before their Lord, how they cast the blame one to another; how those who were despised (in the earth) say unto those who were proud: But for you, we should have been believers.","Disbelief, Resurrection, Accountability, Punishment, Justice, Lessons from history, Prophethood, Revelation",Eschatology (Akhirah),Fear,Eschological context
34,32,قَالَ الَّذِينَ اسْتَكْبَرُوا لِلَّذِينَ اسْتُضْعِفُوا أَنَحْنُ صَدَدْنَاكُمْ عَنِ الْهُدَىٰ بَعْدَ إِذْ جَاءَكُمْ ۖ بَلْ كُنْتُمْ مُجْرِمِينَ,بڑے لوگ کمزوروں سے کہیں گے کہ بھلا ہم نے تم کو ہدایت سے جب وہ تمہارے پاس آچکی تھی روکا تھا؟ (نہیں) بلکہ تم ہی گنہگار تھے,"Those who were proud say unto those who were despised: Did we drive you away from the guidance after it had come unto you ? Nay, but ye were guilty.","Disbelief, Misguidance, Accountability, Punishment, Hypocrisy, Lessons from history",Eschatology (Akhirah),Anger at Injustice,Eschological context
34,33,وَقَالَ الَّذِينَ اسْتُضْعِفُوا لِلَّذِينَ اسْتَكْبَرُوا بَلْ مَكْرُ اللَّيْلِ وَالنَّهَارِ إِذْ تَأْمُرُونَنَا أَنْ نَكْفُرَ بِاللَّهِ وَنَجْعَلَ لَهُ أَنْدَادًا ۚ وَأَسَرُّوا النَّدَامَةَ لَمَّا رَأَوُا الْعَذَابَ وَجَعَلْنَا الْأَغْلَالَ فِي أَعْنَاقِ الَّذِينَ كَفَرُوا ۚ هَلْ يُجْزَوْنَ إِلَّا مَا كَانُوا يَعْمَلُونَ,اور کمزور لوگ بڑے لوگوں سے کہیں گے (نہیں) بلکہ (تمہاری) رات دن کی چالوں نے (ہمیں روک رکھا تھا) جب تم ہم سے کہتے تھے کہ ہم خدا سے کفر کریں اور اس کا شریک بنائیں۔ اور جب وہ عذاب کو دیکھیں گے تو دل میں پشیمان ہوں گے۔ اور ہم کافروں کی گردنوں میں طوق ڈال دیں گے۔ بس جو عمل وہ کرتے تھے ان ہی کا ان کو بدلہ ملے گا,"Those who were despised say unto those who were proud: Nay but (it was your) scheming night and day, when ye commanded us to disbelieve in Allah and set up rivals unto Him. And they are filled with remorse when they behold the doom; and We place carcans on the necks of those who disbelieved. Are they requited aught save what they used to do ?","Disbelief, Punishment, Accountability, Lessons from history, Hell, Hypocrisy, Guidance, Misguidance",Eschatology (Akhirah),Fear,Eschological context
34,34,وَمَا أَرْسَلْنَا فِي قَرْيَةٍ مِنْ نَذِيرٍ إِلَّا قَالَ مُتْرَفُوهَا إِنَّا بِمَا أُرْسِلْتُمْ بِهِ كَافِرُونَ,اور ہم نے کسی بستی میں کوئی ڈرانے والا نہیں بھیجا مگر وہاں کے خوش حال لوگوں نے کہا کہ جو چیز تم دے کر بھیجے گئے ہو ہم اس کے قائل نہیں,"And We sent not unto any township a warner, but its pampered ones declared: Lo! we are disbelievers in that wherewith ye have been sent.","Prophethood, Disbelief, Lessons from history, Nations, Prophets",History & Stories (Qasas al-Anbiya),Sadness,Historical story
